Sample_ID,Raw_TDS_ppm,Raw_Turbidity_NTU,Raw_Temperature_C,Treated_TDS_ppm,Treated_Turbidity_NTU,Treated_pH,Treated_Temperature_C,Flow_Rate_L_min,TDS_Removal_Efficiency_pct,Turbidity_Removal_Efficiency_pct,Temperature_Difference_C,Previous_TDS_Efficiency_pct,Efficiency_Improvement_pp,Rolling_3Cycle_Avg_Efficiency_pct,Efficiency_Trend_pct,Previous_Turbidity_Efficiency_pct,Rolling_3Cycle_Avg_Turbidity_Efficiency_pct,Cycle_Number,Filter_Health_Score_pct,Water_Quality_Class,Filter_Health,ML_Split
JR-00301,347.69,5.7,29.68,41.3,1.12,6.79,28.54,1.637,88.12,80.3,1.15,89.16,-1.04,90.28,-1.17,85.37,81.68,11,92.97,SAFE,HEALTHY,TRAIN
JR-06307,440.55,6.44,30.78,126.05,1.23,5.62,30.43,1.435,71.39,80.87,0.35,74.79,-3.4,74.14,-4.55,86.09,84.24,21,89.35,WARNING,MODERATE,TRAIN
JR-01473,538.48,2.79,22.74,42.89,0.51,6.77,22.5,1.718,92.04,81.62,0.24,83.89,8.14,89.84,9.71,74.69,78.83,4,95.57,SAFE,HEALTHY,TRAIN
JR-00284,432.46,8.38,23.31,71.81,2.12,7.24,23.1,1.978,83.4,74.67,0.22,81.78,1.62,78.04,1.98,77.29,73.95,12,95.58,SAFE,HEALTHY,TRAIN
JR-02029,507.67,2.65,22.34,138.02,0.27,7.43,21.43,2.0,72.81,89.78,0.91,71.16,1.65,71.73,2.32,90.31,90.33,20,100.0,SAFE,HEALTHY,TRAIN
JR-04311,682.23,10.24,25.55,123.84,1.38,6.23,24.16,1.508,81.85,86.49,1.39,82.55,-0.71,83.22,-0.86,88.07,84.71,20,95.02,WARNING,MODERATE,TRAIN
JR-04913,374.33,8.65,27.96,100.91,3.46,7.41,27.94,1.594,73.04,60.01,0.02,80.71,-7.66,77.12,-9.5,51.93,51.57,6,76.9,WARNING,MODERATE,TRAIN
JR-06351,450.52,16.67,25.74,181.02,4.25,6.85,25.96,1.995,59.82,74.49,-0.22,67.41,-7.59,64.29,-11.25,78.84,72.39,28,95.77,WARNING,MODERATE,TRAIN
JR-02916,465.45,8.73,25.87,78.39,1.52,7.5,25.05,1.572,83.16,82.59,0.82,83.21,-0.05,86.07,-0.06,90.34,87.58,17,93.39,SAFE,HEALTHY,TRAIN
JR-01814,406.33,5.66,23.19,57.84,1.29,7.0,23.9,1.958,85.77,77.3,-0.71,83.24,2.52,84.23,3.03,77.96,77.52,2,97.13,SAFE,HEALTHY,TRAIN
JR-01272,229.37,4.42,22.93,34.54,1.39,7.75,20.9,1.871,84.94,68.53,2.03,76.99,7.95,85.37,10.33,74.01,67.7,8,88.82,SAFE,HEALTHY,TRAIN
JR-06210,604.3,7.68,25.26,230.52,2.59,7.35,26.07,0.808,61.85,66.23,-0.82,65.39,-3.53,65.48,-5.4,57.16,62.6,7,65.84,WARNING,MODERATE,TRAIN
JR-05279,439.04,9.71,24.42,212.96,3.09,6.76,24.19,1.384,51.49,68.14,0.22,48.27,3.22,46.6,6.67,60.8,67.6,4,78.78,WARNING,MODERATE,TRAIN
JR-06557,592.69,19.54,30.18,250.05,11.68,6.85,28.39,0.629,57.81,40.21,1.79,61.28,-3.47,59.78,-5.67,46.31,41.09,6,42.74,CRITICAL,UNHEALTHY,TRAIN
JR-06613,754.57,19.85,28.48,226.36,8.66,6.36,28.62,1.036,70.0,56.37,-0.14,75.01,-5.01,70.14,-6.67,56.37,64.89,18,62.99,CRITICAL,UNHEALTHY,TRAIN
JR-05076,544.37,3.75,24.52,203.54,0.28,7.31,23.74,1.426,62.61,92.49,0.78,67.67,-5.06,63.56,-7.48,91.05,93.85,3,97.88,WARNING,MODERATE,TRAIN
JR-05108,539.66,9.52,25.64,195.06,2.48,6.54,25.57,1.544,63.85,73.95,0.07,62.37,1.49,64.58,2.38,73.81,76.14,20,86.35,WARNING,MODERATE,TEST
JR-03151,586.86,2.69,21.25,110.7,0.47,7.1,21.13,1.943,81.14,82.44,0.12,75.06,6.07,78.77,8.09,79.69,80.94,2,100.0,SAFE,HEALTHY,TRAIN
JR-00821,436.96,8.73,30.81,13.11,0.51,7.07,30.09,1.753,97.0,94.14,0.73,98.0,-1.0,97.16,-1.02,94.15,94.42,23,100.0,SAFE,HEALTHY,TRAIN
JR-02314,483.21,3.14,23.1,76.06,0.46,7.73,22.63,1.975,84.26,85.43,0.47,86.66,-2.4,81.44,-2.77,85.0,84.3,5,100.0,SAFE,HEALTHY,TEST
JR-02009,241.48,4.3,30.43,38.93,1.19,6.87,29.38,1.704,83.88,72.45,1.05,81.54,2.33,81.22,2.86,71.81,74.09,26,88.43,SAFE,HEALTHY,TEST
JR-04833,793.91,9.28,25.73,382.85,1.8,6.85,25.26,1.999,51.78,80.58,0.48,55.41,-3.64,51.88,-6.56,84.86,82.87,20,100.0,WARNING,MODERATE,TEST
JR-02643,209.36,5.67,26.83,39.8,1.5,7.1,26.9,1.934,80.99,73.56,-0.07,77.73,3.26,78.63,4.2,78.18,73.93,29,93.85,SAFE,HEALTHY,TRAIN
JR-06924,1002.32,14.64,22.74,495.68,5.67,5.54,22.87,0.918,50.55,61.27,-0.13,52.11,-1.56,51.68,-3.0,62.23,65.32,16,64.31,CRITICAL,UNHEALTHY,TRAIN
JR-07294,694.43,13.6,20.6,292.41,5.87,6.74,18.81,1.217,57.89,56.84,1.79,63.04,-5.15,59.0,-8.16,63.17,59.59,12,66.97,CRITICAL,UNHEALTHY,TRAIN
JR-02306,571.18,4.92,26.39,135.38,1.11,7.23,25.68,1.923,76.3,77.45,0.71,75.69,0.61,69.92,0.81,80.49,77.24,7,96.55,SAFE,HEALTHY,TEST
JR-06436,889.58,17.35,22.31,337.45,8.42,6.57,23.24,1.094,62.07,51.46,-0.93,67.41,-5.34,62.47,-7.92,52.93,49.8,24,60.47,CRITICAL,UNHEALTHY,TRAIN
JR-05768,650.0,14.29,27.44,198.91,6.04,7.91,26.05,1.692,69.4,57.75,1.38,75.27,-5.87,71.79,-7.8,53.33,54.15,11,77.15,WARNING,MODERATE,TEST
JR-00100,169.43,5.75,26.58,32.51,0.78,7.77,26.3,1.568,80.81,86.47,0.29,83.55,-2.74,82.52,-3.28,84.02,87.78,29,96.22,SAFE,HEALTHY,TRAIN
JR-04699,645.23,7.09,22.29,180.35,1.76,6.76,21.71,1.601,72.05,75.16,0.58,72.52,-0.47,71.77,-0.65,75.49,74.2,5,88.39,WARNING,MODERATE,TEST
JR-00745,302.33,7.77,28.67,69.18,1.02,7.67,28.33,1.516,77.12,86.93,0.34,77.02,0.1,76.69,0.13,82.76,81.75,16,95.52,SAFE,HEALTHY,TEST
JR-07685,1089.76,14.67,25.07,417.9,3.74,5.72,25.4,0.745,61.65,74.51,-0.33,73.1,-11.45,66.29,-15.66,78.62,71.77,2,70.78,CRITICAL,UNHEALTHY,TEST
JR-07403,770.38,5.7,30.24,196.96,1.61,6.27,29.89,1.39,74.43,71.82,0.35,78.55,-4.11,77.69,-5.24,69.55,68.54,24,81.66,CRITICAL,UNHEALTHY,TRAIN
JR-03974,253.34,7.69,22.15,19.48,1.27,7.18,21.15,1.354,92.31,83.45,0.99,95.47,-3.16,95.26,-3.31,68.64,83.37,7,89.67,SAFE,HEALTHY,TRAIN
JR-00481,350.68,6.49,27.35,43.45,1.58,7.82,27.55,1.787,87.61,75.59,-0.2,84.42,3.19,84.33,3.78,84.74,83.31,20,92.43,SAFE,HEALTHY,TEST
JR-07176,885.32,2.54,25.87,257.99,1.5,6.56,24.12,1.597,70.86,41.0,1.75,72.97,-2.11,70.43,-2.9,46.5,43.76,5,62.69,CRITICAL,UNHEALTHY,TRAIN
JR-07764,773.13,15.54,27.07,381.89,6.03,5.43,26.78,1.187,50.61,61.22,0.29,44.59,6.01,50.28,13.48,61.68,61.46,4,69.65,CRITICAL,UNHEALTHY,TRAIN
JR-05661,535.53,3.44,27.12,158.59,0.98,6.7,26.09,1.49,70.39,71.55,1.03,72.76,-2.37,72.14,-3.26,73.15,70.47,30,83.47,WARNING,MODERATE,TRAIN
JR-01158,300.85,8.19,23.35,47.93,1.51,7.68,22.07,1.77,84.07,81.57,1.28,80.49,3.58,83.7,4.45,86.73,81.77,13,96.58,SAFE,HEALTHY,TEST
JR-06712,677.98,18.3,27.07,396.0,6.1,7.03,26.42,1.126,41.59,66.69,0.65,42.03,-0.44,41.35,-1.05,66.36,68.57,25,72.54,CRITICAL,UNHEALTHY,TRAIN
JR-07420,378.35,14.97,30.61,121.37,5.08,5.31,31.26,1.405,67.92,66.05,-0.65,73.4,-5.47,66.88,-7.46,65.32,64.03,29,77.65,CRITICAL,UNHEALTHY,TEST
JR-05908,602.17,7.66,29.75,80.07,3.25,7.02,28.78,0.784,86.7,57.54,0.97,93.42,-6.71,90.23,-7.19,61.62,55.63,12,58.83,WARNING,MODERATE,TEST
JR-01438,608.41,3.06,26.05,178.69,0.45,7.89,25.37,1.616,70.63,85.26,0.68,69.08,1.55,66.7,2.24,81.96,84.57,19,96.27,SAFE,HEALTHY,TEST
JR-02415,509.43,5.95,26.15,72.04,0.88,6.93,24.9,1.53,85.86,85.27,1.26,83.34,2.52,84.0,3.03,86.0,84.27,27,94.55,SAFE,HEALTHY,TRAIN
JR-04865,497.56,6.09,28.35,73.78,1.47,6.72,29.0,1.619,85.17,75.88,-0.65,92.18,-7.0,86.42,-7.6,76.05,75.94,9,89.28,WARNING,MODERATE,TRAIN
JR-00403,520.57,7.93,24.57,38.83,1.76,7.25,24.16,1.411,92.54,77.74,0.42,92.92,-0.38,93.32,-0.4,77.07,75.96,16,86.54,SAFE,HEALTHY,TEST
JR-06058,532.41,9.76,20.1,110.31,4.15,8.35,20.52,1.53,79.28,57.47,-0.41,72.42,6.86,79.15,9.47,54.78,55.8,10,73.71,WARNING,MODERATE,TEST
JR-02196,442.0,9.33,21.34,39.82,0.95,7.26,20.87,1.905,90.99,89.82,0.47,92.58,-1.59,92.03,-1.71,89.4,91.99,17,100.0,SAFE,HEALTHY,TEST
JR-00950,398.71,5.11,29.43,20.55,0.67,7.79,28.62,1.889,94.85,86.8,0.81,92.35,2.5,92.72,2.7,87.46,85.3,28,100.0,SAFE,HEALTHY,TRAIN
JR-04166,904.9,12.75,22.79,245.87,2.04,8.31,21.8,1.793,72.83,83.98,0.99,70.88,1.95,70.82,2.75,74.54,77.86,14,98.84,WARNING,MODERATE,TRAIN
JR-02068,422.68,3.84,17.62,75.96,0.48,7.82,16.11,1.534,82.03,87.45,1.51,66.83,15.2,78.06,22.75,86.42,83.19,24,96.26,SAFE,HEALTHY,TRAIN
JR-07653,473.62,14.62,24.95,200.53,7.01,5.09,24.94,0.75,57.66,52.02,0.01,63.43,-5.77,58.67,-9.1,56.96,54.88,18,54.02,CRITICAL,UNHEALTHY,TRAIN
JR-05610,548.5,0.57,24.84,133.03,0.15,6.05,24.61,1.349,75.75,73.07,0.23,72.38,3.37,72.56,4.66,73.14,73.85,23,81.79,WARNING,MODERATE,TEST
JR-00669,513.72,7.64,20.94,61.93,1.03,6.49,20.76,1.739,87.95,86.52,0.18,83.07,4.88,87.23,5.87,77.95,86.04,26,99.68,SAFE,HEALTHY,TRAIN
JR-00219,406.75,7.73,25.0,104.14,0.91,7.18,24.35,1.804,74.4,88.18,0.65,80.72,-6.32,73.93,-7.83,84.65,88.21,14,100.0,SAFE,HEALTHY,TRAIN
JR-03367,360.17,7.47,29.92,48.4,2.49,6.64,29.17,1.856,86.56,66.66,0.75,82.77,3.8,84.51,4.59,61.7,63.45,15,87.11,SAFE,HEALTHY,TRAIN
JR-07704,782.8,18.24,28.28,520.66,10.38,7.14,27.7,0.783,33.49,43.11,0.57,33.72,-0.24,33.25,-0.7,36.37,42.47,5,47.99,CRITICAL,UNHEALTHY,TEST
JR-01963,346.3,10.17,25.69,65.21,2.18,7.28,24.53,2.0,81.17,78.55,1.16,76.7,4.47,81.6,5.83,73.68,75.06,1,98.91,SAFE,HEALTHY,TEST
JR-03892,672.16,6.94,28.69,88.74,1.81,6.72,29.53,1.818,86.8,73.88,-0.84,84.28,2.52,86.43,2.99,82.71,75.08,10,91.77,SAFE,HEALTHY,TRAIN
JR-05800,417.83,8.65,30.97,91.93,3.55,7.81,30.62,1.647,78.0,59.0,0.35,77.12,0.88,77.71,1.14,53.16,62.37,28,77.2,WARNING,MODERATE,TEST
JR-02214,638.07,11.86,22.98,140.35,2.19,7.27,21.31,1.763,78.0,81.55,1.68,78.57,-0.57,79.76,-0.73,82.29,81.19,23,96.42,SAFE,HEALTHY,TRAIN
JR-02634,367.83,6.56,27.93,14.48,1.64,7.68,26.16,1.433,96.06,75.02,1.77,96.17,-0.1,96.74,-0.11,69.83,74.12,9,84.92,SAFE,HEALTHY,TRAIN
JR-01660,364.74,4.74,21.1,83.96,0.93,7.29,20.65,1.816,76.98,80.48,0.45,72.2,4.78,79.42,6.62,81.95,81.87,8,96.68,SAFE,HEALTHY,TEST
JR-03626,431.6,4.5,28.12,107.22,0.3,7.23,26.49,1.716,75.16,93.43,1.63,74.29,0.87,74.96,1.17,94.55,95.33,9,100.0,SAFE,HEALTHY,TEST
JR-05368,833.48,11.55,33.62,240.1,1.95,7.06,32.9,1.481,71.19,83.08,0.72,68.07,3.13,67.25,4.59,87.02,82.01,29,91.93,WARNING,MODERATE,TEST
JR-05310,548.62,9.88,24.21,139.16,3.26,7.6,22.63,1.734,74.63,66.98,1.58,70.78,3.86,73.09,5.45,65.74,67.96,30,84.91,WARNING,MODERATE,TRAIN
JR-05488,403.56,11.82,22.94,145.65,1.88,6.89,22.36,1.446,63.91,84.07,0.58,63.92,-0.01,64.83,-0.02,85.94,87.07,22,91.98,WARNING,MODERATE,TRAIN
JR-02146,332.12,4.11,23.55,23.03,0.66,7.16,23.08,1.951,93.06,84.02,0.47,97.53,-4.46,93.3,-4.58,80.64,82.45,11,100.0,SAFE,HEALTHY,TEST
JR-00778,172.0,1.71,19.0,18.95,0.33,7.17,20.5,1.53,88.98,80.96,-1.5,92.06,-3.08,91.09,-3.34,80.5,83.06,14,91.33,SAFE,HEALTHY,TRAIN
JR-02435,515.7,9.5,31.54,99.0,1.45,7.04,31.45,1.524,80.8,84.72,0.09,79.18,1.62,77.99,2.05,80.42,83.83,12,94.03,SAFE,HEALTHY,TRAIN
JR-03067,473.06,7.66,21.67,86.29,1.34,6.88,20.91,1.746,81.76,82.45,0.76,73.1,8.66,77.96,11.85,86.55,84.11,27,96.76,SAFE,HEALTHY,TRAIN
JR-04454,619.25,10.09,24.02,162.29,1.16,6.81,22.83,1.722,73.79,88.46,1.19,76.22,-2.42,72.4,-3.18,84.01,88.18,11,100.0,WARNING,MODERATE,TRAIN
JR-05748,523.98,7.87,27.05,116.89,2.65,6.68,26.77,1.866,77.69,66.34,0.28,88.23,-10.54,79.02,-11.94,62.95,67.25,25,87.08,WARNING,MODERATE,TRAIN
JR-06859,733.77,16.39,27.53,483.73,6.36,5.5,26.43,0.714,34.08,61.22,1.11,39.06,-4.99,36.44,-12.76,54.79,58.85,1,60.2,CRITICAL,UNHEALTHY,TRAIN
JR-04871,487.35,9.02,26.25,193.31,3.02,6.98,26.5,1.744,60.33,66.55,-0.24,59.45,0.88,63.37,1.48,65.27,62.0,21,84.79,WARNING,MODERATE,TRAIN
JR-01492,629.29,2.19,25.14,71.52,0.32,6.57,24.67,1.663,88.64,85.49,0.47,91.32,-2.69,90.25,-2.94,86.7,87.29,14,97.38,SAFE,HEALTHY,TRAIN
JR-03546,516.51,6.12,23.86,99.13,0.19,7.31,22.99,1.464,80.81,96.91,0.87,74.83,5.98,80.57,7.99,91.46,95.39,1,100.0,SAFE,HEALTHY,TRAIN
JR-03154,202.24,4.81,25.56,32.51,0.9,7.49,26.56,2.0,83.92,81.34,-1.0,81.26,2.67,84.87,3.28,87.08,84.07,2,100.0,SAFE,HEALTHY,TRAIN
JR-03775,342.83,8.11,25.95,28.87,1.46,7.16,23.89,1.426,91.58,82.01,2.06,86.73,4.85,88.06,5.59,81.94,84.38,5,90.04,SAFE,HEALTHY,TEST
JR-06425,725.38,18.8,29.12,341.4,7.4,6.38,28.6,1.474,52.93,60.66,0.52,61.32,-8.39,58.83,-13.68,56.34,62.4,9,74.98,CRITICAL,UNHEALTHY,TEST
JR-03590,402.68,4.2,28.13,49.23,0.52,7.08,26.94,1.798,87.78,87.65,1.2,87.96,-0.18,91.13,-0.21,87.55,88.21,25,100.0,SAFE,HEALTHY,TEST
JR-06633,571.52,20.2,31.8,372.33,5.22,5.77,31.35,0.988,34.85,74.17,0.45,38.22,-3.37,34.47,-8.81,77.18,73.69,3,75.38,CRITICAL,UNHEALTHY,TEST
JR-04642,661.78,11.93,24.47,186.89,4.75,7.77,23.84,1.645,71.76,60.17,0.63,65.71,6.05,67.31,9.2,61.39,64.25,9,78.02,WARNING,MODERATE,TRAIN
JR-00518,650.49,6.06,27.31,231.36,1.62,6.88,26.38,1.84,64.43,73.21,0.94,65.73,-1.29,66.75,-1.97,77.81,75.98,10,91.71,SAFE,HEALTHY,TRAIN
JR-03945,470.89,7.53,29.47,15.06,0.99,7.43,28.79,1.479,96.8,86.8,0.68,97.96,-1.16,97.59,-1.19,80.49,83.37,14,94.69,SAFE,HEALTHY,TRAIN
JR-04160,582.93,10.38,22.54,178.44,3.36,7.13,22.31,1.277,69.39,67.62,0.24,70.49,-1.11,71.62,-1.57,69.2,64.37,1,76.25,WARNING,MODERATE,TRAIN
JR-04529,780.48,0.97,28.68,335.01,0.2,7.64,27.47,1.815,57.08,79.48,1.22,61.71,-4.64,59.4,-7.51,82.84,80.49,11,95.9,WARNING,MODERATE,TRAIN
JR-05496,940.63,14.02,28.42,324.51,5.25,7.09,28.59,1.651,65.5,62.52,-0.17,74.76,-9.26,65.53,-12.38,58.41,60.4,2,79.91,WARNING,MODERATE,TRAIN
JR-07784,719.52,18.78,28.0,232.83,8.01,8.61,28.0,1.404,67.64,57.34,-0.0,68.17,-0.53,70.56,-0.77,57.25,55.4,24,71.08,CRITICAL,UNHEALTHY,TRAIN
JR-06130,623.6,4.3,26.61,257.49,1.21,6.77,26.01,1.571,58.71,71.88,0.6,56.59,2.11,58.96,3.73,81.38,76.1,30,85.33,WARNING,MODERATE,TEST
JR-01416,360.67,7.09,22.29,25.49,0.98,7.28,22.87,1.923,92.93,86.12,-0.58,87.69,5.25,91.72,5.98,81.88,82.6,3,100.0,SAFE,HEALTHY,TEST
JR-00569,372.6,3.62,23.25,60.1,0.81,7.04,22.07,1.66,83.87,77.57,1.19,83.42,0.45,84.29,0.54,79.4,77.68,19,91.38,SAFE,HEALTHY,TRAIN
JR-00361,384.42,5.25,27.65,110.74,1.43,7.24,26.62,2.0,71.19,72.83,1.02,65.96,5.23,69.93,7.93,78.95,76.65,13,94.63,SAFE,HEALTHY,TEST
JR-04044,577.95,15.31,27.15,255.83,4.4,6.73,27.39,1.801,55.73,71.23,-0.25,51.05,4.68,51.86,9.17,65.6,67.51,10,89.43,WARNING,MODERATE,TRAIN
JR-06899,504.41,9.6,28.03,209.75,3.76,5.14,27.2,1.107,58.42,60.83,0.82,55.54,2.88,54.7,5.19,60.43,62.8,9,67.76,CRITICAL,UNHEALTHY,TEST
JR-06219,405.01,10.72,21.97,60.44,2.7,6.81,21.3,1.321,85.08,74.81,0.67,85.36,-0.28,87.73,-0.33,75.94,74.08,14,82.53,WARNING,MODERATE,TRAIN
JR-04167,600.11,10.05,25.86,127.62,2.88,7.23,25.55,1.433,78.73,71.38,0.32,76.2,2.53,78.47,3.33,70.26,74.25,14,82.19,WARNING,MODERATE,TEST
JR-03101,609.63,4.66,25.35,171.23,0.65,6.79,24.0,2.0,71.91,86.08,1.35,71.59,0.32,67.27,0.45,84.92,85.1,22,100.0,SAFE,HEALTHY,TRAIN
JR-03915,412.78,6.58,24.5,72.95,1.43,7.67,24.31,1.404,82.33,78.26,0.19,83.91,-1.58,81.81,-1.89,80.29,80.03,1,86.77,SAFE,HEALTHY,TRAIN
JR-00760,606.95,7.4,21.41,65.66,1.39,7.58,21.09,1.651,89.18,81.22,0.32,82.93,6.25,87.44,7.54,97.67,87.76,10,93.93,SAFE,HEALTHY,TEST
JR-03549,544.92,3.03,25.45,54.77,0.45,7.31,25.78,1.738,89.95,85.13,-0.33,92.16,-2.21,90.28,-2.4,80.31,79.31,27,98.6,SAFE,HEALTHY,TRAIN
JR-06524,878.22,16.75,26.01,463.69,7.26,5.98,25.74,1.3,47.2,56.63,0.27,43.51,3.69,43.28,8.49,56.45,53.46,12,68.47,CRITICAL,UNHEALTHY,TEST
JR-07521,882.51,21.04,22.74,415.63,5.87,5.89,22.63,1.094,52.9,72.08,0.11,58.37,-5.47,55.66,-9.37,72.01,71.14,2,75.95,CRITICAL,UNHEALTHY,TEST
JR-07715,695.98,5.0,25.23,440.66,2.12,5.85,25.32,0.538,36.69,57.61,-0.09,34.25,2.43,33.37,7.1,55.21,57.92,29,53.96,CRITICAL,UNHEALTHY,TRAIN
JR-06500,616.05,23.56,29.85,282.74,11.56,6.96,29.01,0.904,54.1,50.92,0.84,51.28,2.82,54.83,5.5,49.28,46.31,27,56.27,CRITICAL,UNHEALTHY,TRAIN
JR-05231,808.46,8.6,25.02,371.07,2.78,6.66,24.65,1.503,54.1,67.63,0.36,51.68,2.42,51.16,4.69,66.95,69.71,17,80.77,WARNING,MODERATE,TRAIN
JR-00215,393.14,5.61,28.68,47.24,1.3,7.55,27.93,1.59,87.98,76.75,0.76,88.53,-0.54,88.44,-0.61,77.64,76.69,13,89.37,SAFE,HEALTHY,TEST
JR-04029,708.34,5.59,23.9,238.89,2.29,7.04,24.1,1.143,66.27,59.13,-0.2,72.12,-5.85,67.26,-8.11,59.94,60.89,24,67.2,WARNING,MODERATE,TEST
JR-06889,459.82,12.57,29.39,194.49,6.14,7.29,28.59,0.945,57.7,51.19,0.79,59.14,-1.44,59.54,-2.44,51.54,52.26,16,57.3,CRITICAL,UNHEALTHY,TEST
JR-03693,383.0,7.01,25.87,25.75,0.75,7.09,25.33,1.951,93.28,89.31,0.54,95.12,-1.84,91.07,-1.93,84.23,84.27,22,100.0,SAFE,HEALTHY,TRAIN
JR-05944,537.34,14.31,24.08,159.8,5.68,7.28,23.64,1.433,70.26,60.32,0.44,68.51,1.75,70.82,2.56,58.04,56.68,7,73.91,WARNING,MODERATE,TEST
JR-04565,614.01,8.19,20.19,156.85,2.76,6.99,20.14,1.779,74.46,66.29,0.04,80.03,-5.57,76.24,-6.96,65.83,66.65,12,85.29,WARNING,MODERATE,TRAIN
JR-04078,638.55,15.78,28.07,276.6,4.89,7.4,27.6,1.491,56.68,69.02,0.47,63.75,-7.07,56.52,-11.09,65.73,69.61,2,81.57,WARNING,MODERATE,TRAIN
JR-01474,330.57,5.6,22.48,51.35,1.76,7.14,20.57,1.802,84.47,68.64,1.91,83.82,0.64,84.42,0.77,70.35,66.73,1,87.53,SAFE,HEALTHY,TEST
JR-02245,579.07,3.57,18.03,88.18,0.72,7.28,16.72,2.0,84.77,79.96,1.31,83.33,1.44,82.23,1.73,76.78,79.71,8,99.97,SAFE,HEALTHY,TRAIN
JR-00726,414.1,3.16,23.46,72.96,0.34,7.13,23.64,1.676,82.38,89.35,-0.19,75.67,6.71,79.92,8.87,84.27,87.4,18,100.0,SAFE,HEALTHY,TEST
JR-04561,718.51,8.67,23.87,161.38,1.76,7.29,23.71,1.977,77.54,79.69,0.15,76.71,0.83,73.83,1.08,82.7,81.52,5,99.3,WARNING,MODERATE,TEST
JR-03561,408.05,6.39,25.11,75.49,1.26,7.13,24.58,2.0,81.5,80.23,0.53,73.83,7.67,75.9,10.39,85.37,82.01,15,100.0,SAFE,HEALTHY,TRAIN
JR-00050,648.46,5.67,22.78,72.11,1.2,7.14,22.59,1.796,88.88,78.86,0.19,91.74,-2.86,91.04,-3.11,81.63,78.89,22,95.07,SAFE,HEALTHY,TRAIN
JR-06272,692.4,9.54,25.15,331.09,1.67,7.03,25.47,1.585,52.18,82.5,-0.32,52.98,-0.8,53.62,-1.5,74.84,77.12,9,93.58,WARNING,MODERATE,TRAIN
JR-05964,342.86,11.25,27.82,40.9,2.79,6.47,27.54,1.959,88.07,75.19,0.28,91.23,-3.16,90.42,-3.47,76.13,77.29,29,95.57,WARNING,MODERATE,TEST
JR-03131,515.21,3.77,27.81,144.44,0.25,7.2,26.92,1.922,71.96,93.32,0.88,65.51,6.45,68.46,9.85,93.11,92.37,20,100.0,SAFE,HEALTHY,TEST
JR-00888,346.56,3.07,23.91,87.76,0.68,6.42,23.06,1.953,74.68,77.74,0.85,75.59,-0.92,71.39,-1.21,74.48,74.85,16,97.37,SAFE,HEALTHY,TRAIN
JR-07007,935.53,21.24,26.79,359.89,10.98,6.81,25.49,0.36,61.53,48.29,1.31,67.01,-5.48,64.61,-8.18,41.33,47.23,13,43.42,CRITICAL,UNHEALTHY,TRAIN
JR-04424,231.11,5.06,24.21,60.25,1.0,7.47,23.9,1.45,73.93,80.34,0.31,80.06,-6.13,76.28,-7.65,81.33,82.1,26,89.24,WARNING,MODERATE,TRAIN
JR-02894,582.06,7.16,27.9,67.16,1.63,6.93,27.52,1.67,88.46,77.16,0.38,89.09,-0.63,90.4,-0.71,79.66,77.86,2,91.28,SAFE,HEALTHY,TRAIN
JR-07656,717.48,19.58,25.5,233.05,8.09,6.54,25.97,0.733,67.52,58.67,-0.47,74.27,-6.75,68.95,-9.09,55.96,60.39,22,58.66,CRITICAL,UNHEALTHY,TRAIN
JR-07230,838.66,17.42,23.09,412.4,7.78,6.47,24.13,1.099,50.83,55.34,-1.04,50.46,0.36,48.82,0.72,56.08,58.09,11,63.47,CRITICAL,UNHEALTHY,TRAIN
JR-00517,556.05,7.37,24.13,55.92,1.59,6.85,23.22,1.618,89.94,78.36,0.91,92.25,-2.31,92.51,-2.5,78.92,80.58,27,91.12,SAFE,HEALTHY,TEST
JR-03169,652.37,5.04,20.11,136.62,1.23,6.79,19.54,1.766,79.06,75.55,0.57,71.12,7.94,74.94,11.17,79.51,77.47,22,91.99,SAFE,HEALTHY,TRAIN
JR-02950,355.34,3.72,22.57,51.38,0.75,7.52,20.82,1.608,85.54,79.96,1.75,83.32,2.22,84.99,2.67,84.06,84.09,20,92.13,SAFE,HEALTHY,TEST
JR-03880,371.25,3.28,21.98,75.04,0.47,7.24,21.72,1.407,79.79,85.62,0.27,86.78,-6.99,86.46,-8.06,89.57,85.41,4,92.35,SAFE,HEALTHY,TRAIN
JR-00140,357.66,4.8,24.1,51.68,1.34,6.72,24.15,1.777,85.55,72.16,-0.05,83.42,2.13,84.73,2.55,72.28,71.8,20,89.66,SAFE,HEALTHY,TEST
JR-06725,477.99,21.38,26.26,190.59,9.64,6.63,25.0,1.037,60.13,54.94,1.26,63.01,-2.88,60.04,-4.57,48.68,52.43,17,61.93,CRITICAL,UNHEALTHY,TEST
JR-03883,379.66,6.08,25.61,54.08,0.8,7.26,24.29,1.616,85.76,86.87,1.32,86.72,-0.96,88.67,-1.11,96.29,90.05,12,97.46,SAFE,HEALTHY,TRAIN
JR-05260,418.92,12.0,23.03,145.49,3.24,7.26,21.69,1.371,65.27,72.95,1.34,66.38,-1.11,63.28,-1.67,78.02,77.88,11,82.13,WARNING,MODERATE,TRAIN
JR-03198,281.44,7.39,27.63,62.29,1.97,6.44,26.82,2.0,77.87,73.29,0.81,75.59,2.28,75.88,3.01,72.65,73.46,10,94.97,SAFE,HEALTHY,TRAIN
JR-07572,1057.53,9.28,32.86,493.89,4.73,6.55,31.22,1.124,53.3,48.95,1.64,54.49,-1.19,53.65,-2.19,50.42,48.25,6,59.2,CRITICAL,UNHEALTHY,TRAIN
